Date,Expenses,Category,Amount,Municipality,Province,Region,ID,Transaction vs category,Transaction,GL code
4/4/2020,Food/Drinks,Optional,5.0,Quezon City,Metro Manila,National Capital Region,E2020-198,1. Food/Drink/Eating - 66503,Food/Drinks,66503
4/4/2020,Food/Drinks,Optional,5.0,Quezon City,Metro Manila,National Capital Region,E2020-199,1. Food/Drink/Eating - 66503,Food/Drinks,66503
4/5/2020,Phone/Internet,Optional,140.0,Quezon City,Metro Manila,National Capital Region,E2020-200,7. Phone/Internet - 65009,Phone/Internet,65009
4/5/2020,Grocery,Survival,425.5,Quezon City,Metro Manila,National Capital Region,E2020-201,4. Grocery - 694835,Grocery,694835
4/6/2020,Phone/Internet,Optional,50.0,Quezon City,Metro Manila,National Capital Region,E2020-202,7. Phone/Internet - 65009,Phone/Internet,65009
4/9/2020,Phone/Internet,Optional,100.0,Quezon City,Metro Manila,National Capital Region,E2020-203,7. Phone/Internet - 65009,Phone/Internet,65009
4/10/2020,Food/Drinks,Optional,35.0,Quezon City,Metro Manila,National Capital Region,E2020-204,1. Food/Drink/Eating - 66503,Food/Drinks,66503
4/11/2020,Grocery,Survival,666.06,Quezon City,Metro Manila,National Capital Region,E2020-205,4. Grocery - 694835,Grocery,694835
4/12/2020,Food/Drinks,Optional,10.0,Quezon City,Metro Manila,National Capital Region,E2020-206,1. Food/Drink/Eating - 66503,Food/Drinks,66503
4/13/2020,Food/Drinks,Optional,6.0,Quezon City,Metro Manila,National Capital Region,E2020-207,1. Food/Drink/Eating - 66503,Food/Drinks,66503
4/13/2020,Others,Optional,23.0,Quezon City,Metro Manila,National Capital Region,E2020-208,14. Others - 60000-070,Others,60000-070
5/2/2020,Food/Drinks,Optional,35.0,Quezon City,Metro Manila,National Capital Region,E2020-209,1. Food/Drink/Eating - 66503,Food/Drinks,66503
5/3/2020,Grocery,Survival,601.83,Quezon City,Metro Manila,National Capital Region,E2020-210,4. Grocery - 694835,Grocery,694835
5/6/2020,Food/Drinks,Optional,23.0,Quezon City,Metro Manila,National Capital Region,E2020-211,1. Food/Drink/Eating - 66503,Food/Drinks,66503
5/9/2020,Food/Drinks,Optional,23.0,Quezon City,Metro Manila,National Capital Region,E2020-212,1. Food/Drink/Eating - 66503,Food/Drinks,66503
5/9/2020,Clothing/Shoes/Personal Items,Optional,469.0,Quezon City,Metro Manila,National Capital Region,E2020-213,8. Clothing/Shoes/Personal Items - 60000-010,Clothing/Shoes/Personal Items,60000-010
5/9/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-214,7. Phone/Internet - 65009,Phone/Internet,65009
5/10/2020,Grocery,Survival,1000.0,Quezon City,Metro Manila,National Capital Region,E2020-215,4. Grocery - 694835,Grocery,694835
5/14/2020,Food/Drinks,Optional,26.0,Quezon City,Metro Manila,National Capital Region,E2020-216,1. Food/Drink/Eating - 66503,Food/Drinks,66503
5/15/2020,Grocery,Survival,1172.02,Quezon City,Metro Manila,National Capital Region,E2020-217,4. Grocery - 694835,Grocery,694835
5/16/2020,Phone/Internet,Optional,85.0,Quezon City,Metro Manila,National Capital Region,E2020-218,7. Phone/Internet - 65009,Phone/Internet,65009
5/16/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-219,7. Phone/Internet - 65009,Phone/Internet,65009
5/17/2020,Phone/Internet,Optional,99.0,Quezon City,Metro Manila,National Capital Region,E2020-220,7. Phone/Internet - 65009,Phone/Internet,65009
5/17/2020,Phone/Internet,Obligation,225.0,Quezon City,Metro Manila,National Capital Region,E2020-221,7. Phone/Internet - 65009,Phone/Internet,65009
5/17/2020,Food/Drinks,Optional,5.0,Quezon City,Metro Manila,National Capital Region,E2020-222,1. Food/Drink/Eating - 66503,Food/Drinks,66503
5/17/2020,Grocery,Survival,1000.0,Quezon City,Metro Manila,National Capital Region,E2020-223,4. Grocery - 694835,Grocery,694835
5/18/2020,Phone/Internet,Optional,100.0,Quezon City,Metro Manila,National Capital Region,E2020-224,7. Phone/Internet - 65009,Phone/Internet,65009
5/19/2020,Grocery,Survival,793.08,Quezon City,Metro Manila,National Capital Region,E2020-225,4. Grocery - 694835,Grocery,694835
5/19/2020,Home,Obligation,300.0,Quezon City,Metro Manila,National Capital Region,E2020-226,5. Home - 694835,Home,694835
5/20/2020,Food/Drinks,Survival,103.0,Quezon City,Metro Manila,National Capital Region,E2020-227,1. Food/Drink/Eating - 66503,Food/Drinks,66503
5/20/2020,Electricity/Water,Obligation,420.0,Quezon City,Metro Manila,National Capital Region,E2020-228,6. Electricity/Water - 65009,Electricity/Water,65009
5/21/2020,Phone/Internet,Optional,20.0,Quezon City,Metro Manila,National Capital Region,E2020-229,7. Phone/Internet - 65009,Phone/Internet,65009
5/22/2020,Clothing/Shoes/Personal Items,Optional,1044.0,Quezon City,Metro Manila,National Capital Region,E2020-230,8. Clothing/Shoes/Personal Items - 60000-010,Clothing/Shoes/Personal Items,60000-010
5/22/2020,Food/Drinks,Optional,25.0,Quezon City,Metro Manila,National Capital Region,E2020-231,1. Food/Drink/Eating - 66503,Food/Drinks,66503
5/22/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-232,7. Phone/Internet - 65009,Phone/Internet,65009
5/23/2020,Home,Obligation,200.0,Quezon City,Metro Manila,National Capital Region,E2020-233,5. Home - 694835,Home,694835
5/23/2020,Food/Drinks,Survival,52.0,Quezon City,Metro Manila,National Capital Region,E2020-234,1. Food/Drink/Eating - 66503,Food/Drinks,66503
5/24/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-235,7. Phone/Internet - 65009,Phone/Internet,65009
5/24/2020,Grocery,Survival,665.48,Quezon City,Metro Manila,National Capital Region,E2020-236,4. Grocery - 694835,Grocery,694835
5/24/2020,Food/Drinks,Optional,6.0,Quezon City,Metro Manila,National Capital Region,E2020-237,1. Food/Drink/Eating - 66503,Food/Drinks,66503
5/25/2020,Phone/Internet,Optional,199.0,Quezon City,Metro Manila,National Capital Region,E2020-238,7. Phone/Internet - 65009,Phone/Internet,65009
5/28/2020,Entertainment/Subscriptions,Optional,150.0,Quezon City,Metro Manila,National Capital Region,E2020-239,13. Entertainment/Subscriptions - 60000-060,Entertainment/Subscriptions,60000-060
5/29/2020,Clothing/Shoes/Personal Items,Optional,259.0,Quezon City,Metro Manila,National Capital Region,E2020-240,8. Clothing/Shoes/Personal Items - 60000-010,Clothing/Shoes/Personal Items,60000-010
5/29/2020,Grocery,Survival,604.26,Quezon City,Metro Manila,National Capital Region,E2020-241,4. Grocery - 694835,Grocery,694835
5/29/2020,Food/Drinks,Optional,10.0,Quezon City,Metro Manila,National Capital Region,E2020-242,1. Food/Drink/Eating - 66503,Food/Drinks,66503
5/30/2020,Food/Drinks,Optional,10.0,Quezon City,Metro Manila,National Capital Region,E2020-243,1. Food/Drink/Eating - 66503,Food/Drinks,66503
6/1/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-244,7. Phone/Internet - 65009,Phone/Internet,65009
6/3/2020,Grocery,Survival,1038.35,Quezon City,Metro Manila,National Capital Region,E2020-245,4. Grocery - 694835,Grocery,694835
6/5/2020,Food/Drinks,Survival,113.0,Quezon City,Metro Manila,National Capital Region,E2020-246,1. Food/Drink/Eating - 66503,Food/Drinks,66503
6/6/2020,Food/Drinks,Optional,35.0,Quezon City,Metro Manila,National Capital Region,E2020-247,1. Food/Drink/Eating - 66503,Food/Drinks,66503
6/8/2020,Phone/Internet,Optional,199.0,Quezon City,Metro Manila,National Capital Region,E2020-248,7. Phone/Internet - 65009,Phone/Internet,65009
6/9/2020,Grocery,Survival,815.0,Quezon City,Metro Manila,National Capital Region,E2020-249,4. Grocery - 694835,Grocery,694835
6/12/2020,Food/Drinks,Optional,25.0,Quezon City,Metro Manila,National Capital Region,E2020-250,1. Food/Drink/Eating - 66503,Food/Drinks,66503
6/14/2020,Phone/Internet,Optional,199.0,Quezon City,Metro Manila,National Capital Region,E2020-251,7. Phone/Internet - 65009,Phone/Internet,65009
6/14/2020,Grocery,Survival,850.0,Quezon City,Metro Manila,National Capital Region,E2020-252,4. Grocery - 694835,Grocery,694835
6/15/2020,Phone/Internet,Optional,15.0,Quezon City,Metro Manila,National Capital Region,E2020-253,7. Phone/Internet - 65009,Phone/Internet,65009
6/15/2020,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-254,1. Food/Drink/Eating - 66503,Food/Drinks,66503
6/21/2020,Grocery,Survival,1000.0,Quezon City,Metro Manila,National Capital Region,E2020-255,4. Grocery - 694835,Grocery,694835
6/22/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-256,7. Phone/Internet - 65009,Phone/Internet,65009
6/24/2020,Entertainment/Subscriptions,Optional,344.0,Quezon City,Metro Manila,National Capital Region,E2020-257,13. Entertainment/Subscriptions - 60000-060,Entertainment/Subscriptions,60000-060
6/24/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-258,7. Phone/Internet - 65009,Phone/Internet,65009
6/25/2020,Food/Drinks,Optional,5.0,Quezon City,Metro Manila,National Capital Region,E2020-259,1. Food/Drink/Eating - 66503,Food/Drinks,66503
6/27/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-260,7. Phone/Internet - 65009,Phone/Internet,65009
6/27/2020,Grocery,Survival,610.83,Quezon City,Metro Manila,National Capital Region,E2020-261,4. Grocery - 694835,Grocery,694835
6/29/2020,Phone/Internet,Optional,199.0,Quezon City,Metro Manila,National Capital Region,E2020-262,7. Phone/Internet - 65009,Phone/Internet,65009
7/1/2020,Electricity/Water,Obligation,522.72,Quezon City,Metro Manila,National Capital Region,E2020-263,6. Electricity/Water - 65009,Electricity/Water,65009
7/2/2020,Phone/Internet,Optional,50.0,Quezon City,Metro Manila,National Capital Region,E2020-264,7. Phone/Internet - 65009,Phone/Internet,65009
7/2/2020,Transportation,Survival,129.0,Quezon City,Metro Manila,National Capital Region,E2020-265,2. Transportation - 66501,Transportation,66501
7/2/2020,Food/Drinks,Survival,119.0,Quezon City,Metro Manila,National Capital Region,E2020-266,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/3/2020,Transportation,Survival,96.0,Quezon City,Metro Manila,National Capital Region,E2020-267,2. Transportation - 66501,Transportation,66501
7/3/2020,Others,Survival,170.0,Quezon City,Metro Manila,National Capital Region,E2020-268,14. Others - 60000-070,Others,60000-070
7/3/2020,Grocery,Survival,310.3,Quezon City,Metro Manila,National Capital Region,E2020-269,4. Grocery - 694835,Grocery,694835
7/3/2020,Magazines/Newspapers/Books,Optional,160.0,Quezon City,Metro Manila,National Capital Region,E2020-270,15. Magazines/Newspapers/Books - 60000-080,Magazines/Newspapers/Books,60000-080
7/5/2020,Grocery,Survival,437.0,Quezon City,Metro Manila,National Capital Region,E2020-271,4. Grocery - 694835,Grocery,694835
7/5/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-272,7. Phone/Internet - 65009,Phone/Internet,65009
7/6/2020,Food/Drinks,Survival,130.0,Quezon City,Metro Manila,National Capital Region,E2020-273,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/7/2020,Food/Drinks,Survival,100.0,Quezon City,Metro Manila,National Capital Region,E2020-274,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/8/2020,Food/Drinks,Survival,99.0,Quezon City,Metro Manila,National Capital Region,E2020-275,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/8/2020,Apartment,Obligation,4000.0,Quezon City,Metro Manila,National Capital Region,E2020-276,16. Apartment - 694835,Apartment,694835
7/9/2020,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2020-277,2. Transportation - 66501,Transportation,66501
7/9/2020,Food/Drinks,Survival,86.0,Quezon City,Metro Manila,National Capital Region,E2020-278,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/10/2020,Transportation,Survival,59.0,Quezon City,Metro Manila,National Capital Region,E2020-279,2. Transportation - 66501,Transportation,66501
7/10/2020,Food/Drinks,Survival,89.0,Quezon City,Metro Manila,National Capital Region,E2020-280,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/11/2020,Transportation,Survival,81.0,Quezon City,Metro Manila,National Capital Region,E2020-281,2. Transportation - 66501,Transportation,66501
7/11/2020,Grocery,Survival,845.65,Quezon City,Metro Manila,National Capital Region,E2020-282,4. Grocery - 694835,Grocery,694835
7/12/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-283,7. Phone/Internet - 65009,Phone/Internet,65009
7/13/2020,Transportation,Survival,59.0,Quezon City,Metro Manila,National Capital Region,E2020-284,2. Transportation - 66501,Transportation,66501
7/13/2020,Food/Drinks,Survival,89.0,Quezon City,Metro Manila,National Capital Region,E2020-285,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/14/2020,Transportation,Survival,59.0,Quezon City,Metro Manila,National Capital Region,E2020-286,2. Transportation - 66501,Transportation,66501
7/14/2020,Food/Drinks,Survival,89.0,Quezon City,Metro Manila,National Capital Region,E2020-287,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/15/2020,Transportation,Survival,59.0,Quezon City,Metro Manila,National Capital Region,E2020-288,2. Transportation - 66501,Transportation,66501
7/15/2020,Food/Drinks,Survival,89.0,Quezon City,Metro Manila,National Capital Region,E2020-289,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/16/2020,Transportation,Survival,59.0,Quezon City,Metro Manila,National Capital Region,E2020-290,2. Transportation - 66501,Transportation,66501
7/16/2020,Food/Drinks,Optional,45.0,Quezon City,Metro Manila,National Capital Region,E2020-291,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/17/2020,Transportation,Survival,59.0,Quezon City,Metro Manila,National Capital Region,E2020-292,2. Transportation - 66501,Transportation,66501
7/20/2020,Food/Drinks,Survival,67.0,Quezon City,Metro Manila,National Capital Region,E2020-293,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/20/2020,Grocery,Survival,80.0,Quezon City,Metro Manila,National Capital Region,E2020-294,4. Grocery - 694835,Grocery,694835
7/20/2020,Transportation,Survival,94.0,Quezon City,Metro Manila,National Capital Region,E2020-295,2. Transportation - 66501,Transportation,66501
7/21/2020,Food/Drinks,Survival,63.0,Quezon City,Metro Manila,National Capital Region,E2020-296,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/21/2020,Transportation,Survival,94.0,Quezon City,Metro Manila,National Capital Region,E2020-297,2. Transportation - 66501,Transportation,66501
7/21/2020,Food/Drinks,Optional,198.0,Quezon City,Metro Manila,National Capital Region,E2020-298,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/22/2020,Food/Drinks,Survival,89.0,Quezon City,Metro Manila,National Capital Region,E2020-299,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/22/2020,Transportation,Survival,94.0,Quezon City,Metro Manila,National Capital Region,E2020-300,2. Transportation - 66501,Transportation,66501
7/23/2020,Food/Drinks,Survival,89.0,Quezon City,Metro Manila,National Capital Region,E2020-301,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/24/2020,Food/Drinks,Survival,125.0,Quezon City,Metro Manila,National Capital Region,E2020-302,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/24/2020,Grocery,Survival,175.0,Quezon City,Metro Manila,National Capital Region,E2020-303,4. Grocery - 694835,Grocery,694835
7/26/2020,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-304,2. Transportation - 66501,Transportation,66501
7/27/2020,Food/Drinks,Survival,46.0,Quezon City,Metro Manila,National Capital Region,E2020-305,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/28/2020,Transportation,Survival,450.11,Quezon City,Metro Manila,National Capital Region,E2020-306,2. Transportation - 66501,Transportation,66501
7/28/2020,Food/Drinks,Survival,89.0,Quezon City,Metro Manila,National Capital Region,E2020-307,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/29/2020,Food/Drinks,Survival,39.0,Quezon City,Metro Manila,National Capital Region,E2020-308,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/29/2020,Food/Drinks,Survival,45.0,Quezon City,Metro Manila,National Capital Region,E2020-309,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/31/2020,Food/Drinks,Survival,174.0,Quezon City,Metro Manila,National Capital Region,E2020-310,1. Food/Drink/Eating - 66503,Food/Drinks,66503
8/1/2020,Grocery,Survival,946.0,Quezon City,Metro Manila,National Capital Region,E2020-311,4. Grocery - 694835,Grocery,694835
8/1/2020,Transportation,Survival,26.0,Quezon City,Metro Manila,National Capital Region,E2020-312,2. Transportation - 66501,Transportation,66501
8/2/2020,Phone/Internet,Optional,199.0,Quezon City,Metro Manila,National Capital Region,E2020-313,7. Phone/Internet - 65009,Phone/Internet,65009
8/3/2020,Electricity/Water,Obligation,257.58,Quezon City,Metro Manila,National Capital Region,E2020-314,6. Electricity/Water - 65009,Electricity/Water,65009
8/3/2020,Food/Drinks,Optional,30.0,Quezon City,Metro Manila,National Capital Region,E2020-315,1. Food/Drink/Eating - 66503,Food/Drinks,66503
8/5/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-316,7. Phone/Internet - 65009,Phone/Internet,65009
8/7/2020,Food/Drinks,Survival,30.0,Quezon City,Metro Manila,National Capital Region,E2020-317,1. Food/Drink/Eating - 66503,Food/Drinks,66503
8/8/2020,Grocery,Survival,265.53,Quezon City,Metro Manila,National Capital Region,E2020-318,4. Grocery - 694835,Grocery,694835
8/8/2020,Food/Drinks,Survival,30.0,Quezon City,Metro Manila,National Capital Region,E2020-319,1. Food/Drink/Eating - 66503,Food/Drinks,66503
8/10/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-320,7. Phone/Internet - 65009,Phone/Internet,65009
8/11/2020,Food/Drinks,Survival,30.0,Quezon City,Metro Manila,National Capital Region,E2020-321,1. Food/Drink/Eating - 66503,Food/Drinks,66503
8/12/2020,Food/Drinks,Survival,30.0,Quezon City,Metro Manila,National Capital Region,E2020-322,1. Food/Drink/Eating - 66503,Food/Drinks,66503
8/12/2020,Food/Drinks,Survival,85.0,Quezon City,Metro Manila,National Capital Region,E2020-323,1. Food/Drink/Eating - 66503,Food/Drinks,66503
8/12/2020,Food/Drinks,Optional,10.0,Quezon City,Metro Manila,National Capital Region,E2020-324,1. Food/Drink/Eating - 66503,Food/Drinks,66503
8/13/2020,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-325,1. Food/Drink/Eating - 66503,Food/Drinks,66503
8/15/2020,Grocery,Survival,744.0,Quezon City,Metro Manila,National Capital Region,E2020-326,4. Grocery - 694835,Grocery,694835
8/15/2020,Phone/Internet,Optional,199.0,Quezon City,Metro Manila,National Capital Region,E2020-327,7. Phone/Internet - 65009,Phone/Internet,65009
8/16/2020,Apartment,Obligation,3000.0,Quezon City,Metro Manila,National Capital Region,E2020-328,16. Apartment - 694835,Apartment,694835
8/16/2020,Electricity/Water,Obligation,350.0,Quezon City,Metro Manila,National Capital Region,E2020-329,6. Electricity/Water - 65009,Electricity/Water,65009
8/18/2020,Food/Drinks,Survival,120.0,Quezon City,Metro Manila,National Capital Region,E2020-330,1. Food/Drink/Eating - 66503,Food/Drinks,66503
8/18/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-331,7. Phone/Internet - 65009,Phone/Internet,65009
8/21/2020,Food/Drinks,Survival,175.0,Quezon City,Metro Manila,National Capital Region,E2020-332,1. Food/Drink/Eating - 66503,Food/Drinks,66503
8/22/2020,Grocery,Survival,909.73,Quezon City,Metro Manila,National Capital Region,E2020-333,4. Grocery - 694835,Grocery,694835
8/22/2020,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-334,2. Transportation - 66501,Transportation,66501
8/26/2020,Grocery,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-335,4. Grocery - 694835,Grocery,694835
8/27/2020,Garbage,Obligation,20.0,Quezon City,Metro Manila,National Capital Region,E2020-336,11. Garbage - 60000-040,Garbage,60000-040
8/28/2020,Electricity/Water,Obligation,148.68,Quezon City,Metro Manila,National Capital Region,E2020-337,6. Electricity/Water - 65009,Electricity/Water,65009
8/29/2020,Grocery,Survival,826.42,Quezon City,Metro Manila,National Capital Region,E2020-338,4. Grocery - 694835,Grocery,694835
8/29/2020,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-339,2. Transportation - 66501,Transportation,66501
8/29/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-340,7. Phone/Internet - 65009,Phone/Internet,65009
9/2/2020,Food/Drinks,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-341,1. Food/Drink/Eating - 66503,Food/Drinks,66503
9/3/2020,Food/Drinks,Survival,30.0,Quezon City,Metro Manila,National Capital Region,E2020-342,1. Food/Drink/Eating - 66503,Food/Drinks,66503
9/3/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-343,7. Phone/Internet - 65009,Phone/Internet,65009
9/5/2020,Grocery,Survival,616.98,Quezon City,Metro Manila,National Capital Region,E2020-344,4. Grocery - 694835,Grocery,694835
9/5/2020,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-345,2. Transportation - 66501,Transportation,66501
9/8/2020,Food/Drinks,Survival,100.0,Quezon City,Metro Manila,National Capital Region,E2020-346,1. Food/Drink/Eating - 66503,Food/Drinks,66503
9/9/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-347,7. Phone/Internet - 65009,Phone/Internet,65009
9/10/2020,Food/Drinks,Survival,40.0,Quezon City,Metro Manila,National Capital Region,E2020-348,1. Food/Drink/Eating - 66503,Food/Drinks,66503
9/10/2020,Food/Drinks,Survival,60.0,Quezon City,Metro Manila,National Capital Region,E2020-349,1. Food/Drink/Eating - 66503,Food/Drinks,66503
9/12/2020,Grocery,Survival,735.43,Quezon City,Metro Manila,National Capital Region,E2020-350,4. Grocery - 694835,Grocery,694835
9/12/2020,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-351,2. Transportation - 66501,Transportation,66501
9/13/2020,Others,Unexpected,418.0,Quezon City,Metro Manila,National Capital Region,E2020-352,14. Others - 60000-070,Others,60000-070
9/14/2020,Others,Unexpected,276.0,Quezon City,Metro Manila,National Capital Region,E2020-353,14. Others - 60000-070,Others,60000-070
9/14/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-354,7. Phone/Internet - 65009,Phone/Internet,65009
9/16/2020,Food/Drinks,Survival,100.0,Quezon City,Metro Manila,National Capital Region,E2020-355,1. Food/Drink/Eating - 66503,Food/Drinks,66503
9/17/2020,Food/Drinks,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2020-356,1. Food/Drink/Eating - 66503,Food/Drinks,66503
9/17/2020,Garbage,Obligation,20.0,Quezon City,Metro Manila,National Capital Region,E2020-357,11. Garbage - 60000-040,Garbage,60000-040
9/18/2020,Food/Drinks,Survival,68.0,Quezon City,Metro Manila,National Capital Region,E2020-358,1. Food/Drink/Eating - 66503,Food/Drinks,66503
9/18/2020,Entertainment/Subscriptions,Optional,129.0,Quezon City,Metro Manila,National Capital Region,E2020-359,13. Entertainment/Subscriptions - 60000-060,Entertainment/Subscriptions,60000-060
9/19/2020,Grocery,Survival,863.38,Quezon City,Metro Manila,National Capital Region,E2020-360,4. Grocery - 694835,Grocery,694835
9/19/2020,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-361,2. Transportation - 66501,Transportation,66501
9/19/2020,Electricity/Water,Obligation,130.68,Quezon City,Metro Manila,National Capital Region,E2020-362,6. Electricity/Water - 65009,Electricity/Water,65009
9/20/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-363,7. Phone/Internet - 65009,Phone/Internet,65009
9/24/2020,Food/Drinks,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2020-364,1. Food/Drink/Eating - 66503,Food/Drinks,66503
9/24/2020,Food/Drinks,Survival,140.0,Quezon City,Metro Manila,National Capital Region,E2020-365,1. Food/Drink/Eating - 66503,Food/Drinks,66503
9/24/2020,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2020-366,11. Garbage - 60000-040,Garbage,60000-040
9/24/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-367,7. Phone/Internet - 65009,Phone/Internet,65009
9/25/2020,Eating/Going Out,Optional,118.0,Quezon City,Metro Manila,National Capital Region,E2020-368,3. Eating/Going Out - 66503,Eating/Going Out,66503
9/25/2020,Grocery,Survival,600.0,Quezon City,Metro Manila,National Capital Region,E2020-369,4. Grocery - 694835,Grocery,694835
9/25/2020,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-370,2. Transportation - 66501,Transportation,66501
9/26/2020,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-371,1. Food/Drink/Eating - 66503,Food/Drinks,66503
9/29/2020,Food/Drinks,Survival,130.0,Quezon City,Metro Manila,National Capital Region,E2020-372,1. Food/Drink/Eating - 66503,Food/Drinks,66503
9/29/2020,Phone/Internet,Optional,50.0,Quezon City,Metro Manila,National Capital Region,E2020-373,7. Phone/Internet - 65009,Phone/Internet,65009
10/1/2020,Food/Drinks,Survival,78.0,Quezon City,Metro Manila,National Capital Region,E2020-374,1. Food/Drink/Eating - 66503,Food/Drinks,66503
10/2/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-375,7. Phone/Internet - 65009,Phone/Internet,65009
10/2/2020,Grocery,Survival,125.0,Quezon City,Metro Manila,National Capital Region,E2020-376,4. Grocery - 694835,Grocery,694835
10/2/2020,Grocery,Survival,756.78,Quezon City,Metro Manila,National Capital Region,E2020-377,4. Grocery - 694835,Grocery,694835
10/2/2020,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-378,2. Transportation - 66501,Transportation,66501
10/3/2020,Phone/Internet,Optional,199.0,Quezon City,Metro Manila,National Capital Region,E2020-379,7. Phone/Internet - 65009,Phone/Internet,65009
10/8/2020,Food/Drinks,Survival,96.0,Quezon City,Metro Manila,National Capital Region,E2020-380,1. Food/Drink/Eating - 66503,Food/Drinks,66503
10/8/2020,Food/Drinks,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2020-381,1. Food/Drink/Eating - 66503,Food/Drinks,66503
10/8/2020,Food/Drinks,Survival,16.0,Quezon City,Metro Manila,National Capital Region,E2020-382,1. Food/Drink/Eating - 66503,Food/Drinks,66503
10/9/2020,Grocery,Survival,883.18,Quezon City,Metro Manila,National Capital Region,E2020-383,4. Grocery - 694835,Grocery,694835
10/9/2020,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-384,2. Transportation - 66501,Transportation,66501
10/9/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-385,7. Phone/Internet - 65009,Phone/Internet,65009
10/13/2020,Food/Drinks,Survival,85.0,Quezon City,Metro Manila,National Capital Region,E2020-386,1. Food/Drink/Eating - 66503,Food/Drinks,66503
10/15/2020,Garbage,Obligation,20.0,Quezon City,Metro Manila,National Capital Region,E2020-387,11. Garbage - 60000-040,Garbage,60000-040
10/15/2020,Food/Drinks,Survival,48.0,Quezon City,Metro Manila,National Capital Region,E2020-388,1. Food/Drink/Eating - 66503,Food/Drinks,66503
